blocker_category,blocker_reason,deferred_total,eligible_candidates_total,mode,planned_total,publish_reason,reserve_total,scope,selected_offer_id,selected_title,telegram_verified,truth_ready
ingest,no_offers_ingested,0,0,preview_offline,0,,0,offline,,,False,False
