artifact_type,event_sale_influence,lane,manual_override,message_id,offer_id,published,reason,title
publish_outcome,"{""active"": true, ""linked"": false, ""mode"": ""auto""}",event_festival,False,,event:category:tower_defense,False,dry_run,Steam Tower Defense Fest is on now!
