artifact_type,event_sale_influence,lane,manual_override,message_id,offer_id,published,reason,title
publish_outcome,"{""active"": false, ""linked"": false, ""mode"": ""auto""}",breaking_freebie,False,163,epic:68d9f0e261464ba284e10418d98532ea,True,published,Turnip Boy Robs a Bank
