artifact_type,event_sale_influence,lane,manual_override,message_id,offer_id,published,reason,title
publish_outcome,"{""active"": false, ""linked"": false, ""mode"": ""auto""}",breaking_freebie,False,162,epic:a9748abde1c94b66aae5250bb9fc5503,False,already_published,Idle Champions of the Forgotten Realms
