artifact_type,event_sale_influence,lane,manual_override,message_id,offer_id,published,reason,title
publish_outcome,"{""active"": false, ""linked"": false, ""mode"": ""auto""}",breaking_freebie,False,,steam:214340,False,dry_run,Deponia
