blocker_category,blocker_reason,deferred_total,eligible_candidates_total,mode,planned_total,publish_reason,reserve_total,scope,selected_offer_id,selected_title,telegram_verified,truth_ready
,,7,22,preview,8,,16,live,steam:952060,Resident Evil 3,False,True
