callout,discount_percent,group_type,lane,offer_id,offer_title,price_line,rank,reason_tags,roundup_id,roundup_intro,roundup_title,score,store,summary_line,telegram_caption_html,telegram_closing_cta,telegram_intro,telegram_item_line,telegram_title,theme_label
Hero discount,50,hero_discount,high_value_discount,steam:1167630,Teardown,50% off to UAH 324,1,"[""high_value_discount"", ""hero_discount"", ""editorial_importance:mega_popular"", ""editorial_importance:critical_favorite"", ""editorial_importance:card_ready""]",roundup_02_big_discount_highlights,Top reserve discounts with enough editorial weight to carry one combined roundup post.,Roundup: Big Discount Highlights,255.73,Steam,50% off to UAH 324 | Hero discount | review 96/100,"<b>Що взяти зі знижок просто зараз</b>

🐱 Йото витягнув ще кілька помітних пропозицій. Зібрали найсильніші резервні знижки цього вікна: тут є і великі імена, і справді сильні пропозиції, які не хочеться втрачати у резерві.

1. <a href=""https://store.steampowered.com/app/1167630/Teardown/""><b>Teardown</b></a> - 50% до 324 грн, критичний фаворит
2. <a href=""https://store.steampowered.com/app/892970/Valheim/""><b>Valheim</b></a> - 50% до 269 грн, дуже популярна гра
3. <a href=""https://store.steampowered.com/app/3240220/Grand_Theft_Auto_V_Enhanced/""><b>Grand Theft Auto V Enhanced</b></a> - 56% до 879 грн, знаковий хіт

Якщо з цієї добірки брати щось першим, пишіть у коментарях, що забрали б одразу.","Якщо з цієї добірки брати щось першим, пишіть у коментарях, що забрали б одразу.","🐱 Йото витягнув ще кілька помітних пропозицій. Зібрали найсильніші резервні знижки цього вікна: тут є і великі імена, і справді сильні пропозиції, які не хочеться втрачати у резерві.","1. <a href=""https://store.steampowered.com/app/1167630/Teardown/""><b>Teardown</b></a> - 50% до 324 грн, критичний фаворит",Що взяти зі знижок просто зараз,Big Discount Highlights
Hero discount,50,hero_discount,high_value_discount,steam:892970,Valheim,50% off to UAH 269,2,"[""high_value_discount"", ""hero_discount"", ""editorial_importance:mega_popular"", ""editorial_importance:highly_rated"", ""editorial_importance:card_ready""]",roundup_02_big_discount_highlights,Top reserve discounts with enough editorial weight to carry one combined roundup post.,Roundup: Big Discount Highlights,248.9,Steam,50% off to UAH 269 | Hero discount | review 94/100,"<b>Що взяти зі знижок просто зараз</b>

🐱 Йото витягнув ще кілька помітних пропозицій. Зібрали найсильніші резервні знижки цього вікна: тут є і великі імена, і справді сильні пропозиції, які не хочеться втрачати у резерві.

1. <a href=""https://store.steampowered.com/app/1167630/Teardown/""><b>Teardown</b></a> - 50% до 324 грн, критичний фаворит
2. <a href=""https://store.steampowered.com/app/892970/Valheim/""><b>Valheim</b></a> - 50% до 269 грн, дуже популярна гра
3. <a href=""https://store.steampowered.com/app/3240220/Grand_Theft_Auto_V_Enhanced/""><b>Grand Theft Auto V Enhanced</b></a> - 56% до 879 грн, знаковий хіт

Якщо з цієї добірки брати щось першим, пишіть у коментарях, що забрали б одразу.","Якщо з цієї добірки брати щось першим, пишіть у коментарях, що забрали б одразу.","🐱 Йото витягнув ще кілька помітних пропозицій. Зібрали найсильніші резервні знижки цього вікна: тут є і великі імена, і справді сильні пропозиції, які не хочеться втрачати у резерві.","2. <a href=""https://store.steampowered.com/app/892970/Valheim/""><b>Valheim</b></a> - 50% до 269 грн, дуже популярна гра",Що взяти зі знижок просто зараз,Big Discount Highlights
Hero discount,56,hero_discount,high_value_discount,steam:3240220,Grand Theft Auto V Enhanced,56% off to UAH 879,3,"[""high_value_discount"", ""hero_discount"", ""editorial_importance:mega_popular"", ""editorial_importance:standout_title"", ""editorial_importance:card_ready""]",roundup_02_big_discount_highlights,Top reserve discounts with enough editorial weight to carry one combined roundup post.,Roundup: Big Discount Highlights,248.03,Steam,56% off to UAH 879 | Hero discount | review 81/100,"<b>Що взяти зі знижок просто зараз</b>

🐱 Йото витягнув ще кілька помітних пропозицій. Зібрали найсильніші резервні знижки цього вікна: тут є і великі імена, і справді сильні пропозиції, які не хочеться втрачати у резерві.

1. <a href=""https://store.steampowered.com/app/1167630/Teardown/""><b>Teardown</b></a> - 50% до 324 грн, критичний фаворит
2. <a href=""https://store.steampowered.com/app/892970/Valheim/""><b>Valheim</b></a> - 50% до 269 грн, дуже популярна гра
3. <a href=""https://store.steampowered.com/app/3240220/Grand_Theft_Auto_V_Enhanced/""><b>Grand Theft Auto V Enhanced</b></a> - 56% до 879 грн, знаковий хіт

Якщо з цієї добірки брати щось першим, пишіть у коментарях, що забрали б одразу.","Якщо з цієї добірки брати щось першим, пишіть у коментарях, що забрали б одразу.","🐱 Йото витягнув ще кілька помітних пропозицій. Зібрали найсильніші резервні знижки цього вікна: тут є і великі імена, і справді сильні пропозиції, які не хочеться втрачати у резерві.","3. <a href=""https://store.steampowered.com/app/3240220/Grand_Theft_Auto_V_Enhanced/""><b>Grand Theft Auto V Enhanced</b></a> - 56% до 879 грн, знаковий хіт",Що взяти зі знижок просто зараз,Big Discount Highlights
