callout,discount_percent,group_type,lane,offer_id,offer_title,price_line,rank,reason_tags,roundup_id,roundup_intro,roundup_title,score,store,summary_line,telegram_caption_html,telegram_closing_cta,telegram_intro,telegram_item_line,telegram_title,theme_label
Hero discount,70,hero_discount,high_value_discount,steam:548430,Deep Rock Galactic,70% off to UAH 113,1,"[""high_value_discount"", ""hero_discount"", ""editorial_importance:mega_popular"", ""editorial_importance:critical_favorite"", ""editorial_importance:card_ready""]",roundup_01_big_discount_highlights,Top reserve discounts with enough editorial weight to carry one combined roundup post.,Roundup: Big Discount Highlights,278.29,Steam,70% off to UAH 113 | Hero discount | review 97/100,"<b>Що взяти зі знижок просто зараз</b>

🐱 Йото витягнув ще кілька помітних пропозицій. Зібрали найсильніші резервні знижки цього вікна: тут є і великі імена, і справді сильні пропозиції, які не хочеться втрачати у резерві.

1. <a href=""https://store.steampowered.com/app/548430/Deep_Rock_Galactic/""><b>Deep Rock Galactic</b></a> - 70% до 113 грн, критичний фаворит
2. <a href=""https://store.steampowered.com/app/990080/Hogwarts_Legacy/""><b>Hogwarts Legacy</b></a> - 85% до 239 грн, дуже популярна гра
3. <a href=""https://store.steampowered.com/app/1222700/A_Way_Out/""><b>A Way Out</b></a> - 90% до 79 грн, помітний хіт
4. <a href=""https://store.steampowered.com/app/1517290/Battlefield_2042/""><b>Battlefield™ 2042</b></a> - 95% до 74 грн, дуже популярна гра
5. <a href=""https://store.steampowered.com/app/1361210/Warhammer_40000_Darktide/""><b>Warhammer 40,000: Darktide</b></a> - 75% до 189 грн, сильний франчайз

Якщо з цієї добірки брати щось першим, пишіть у коментарях, що забрали б одразу.","Якщо з цієї добірки брати щось першим, пишіть у коментарях, що забрали б одразу.","🐱 Йото витягнув ще кілька помітних пропозицій. Зібрали найсильніші резервні знижки цього вікна: тут є і великі імена, і справді сильні пропозиції, які не хочеться втрачати у резерві.","1. <a href=""https://store.steampowered.com/app/548430/Deep_Rock_Galactic/""><b>Deep Rock Galactic</b></a> - 70% до 113 грн, критичний фаворит",Що взяти зі знижок просто зараз,Big Discount Highlights
Hero discount,85,hero_discount,high_value_discount,steam:990080,Hogwarts Legacy,85% off to UAH 239,2,"[""high_value_discount"", ""hero_discount"", ""editorial_importance:mega_popular"", ""editorial_importance:highly_rated"", ""editorial_importance:card_ready""]",roundup_01_big_discount_highlights,Top reserve discounts with enough editorial weight to carry one combined roundup post.,Roundup: Big Discount Highlights,277.98,Steam,85% off to UAH 239 | Hero discount | review 90/100,"<b>Що взяти зі знижок просто зараз</b>

🐱 Йото витягнув ще кілька помітних пропозицій. Зібрали найсильніші резервні знижки цього вікна: тут є і великі імена, і справді сильні пропозиції, які не хочеться втрачати у резерві.

1. <a href=""https://store.steampowered.com/app/548430/Deep_Rock_Galactic/""><b>Deep Rock Galactic</b></a> - 70% до 113 грн, критичний фаворит
2. <a href=""https://store.steampowered.com/app/990080/Hogwarts_Legacy/""><b>Hogwarts Legacy</b></a> - 85% до 239 грн, дуже популярна гра
3. <a href=""https://store.steampowered.com/app/1222700/A_Way_Out/""><b>A Way Out</b></a> - 90% до 79 грн, помітний хіт
4. <a href=""https://store.steampowered.com/app/1517290/Battlefield_2042/""><b>Battlefield™ 2042</b></a> - 95% до 74 грн, дуже популярна гра
5. <a href=""https://store.steampowered.com/app/1361210/Warhammer_40000_Darktide/""><b>Warhammer 40,000: Darktide</b></a> - 75% до 189 грн, сильний франчайз

Якщо з цієї добірки брати щось першим, пишіть у коментарях, що забрали б одразу.","Якщо з цієї добірки брати щось першим, пишіть у коментарях, що забрали б одразу.","🐱 Йото витягнув ще кілька помітних пропозицій. Зібрали найсильніші резервні знижки цього вікна: тут є і великі імена, і справді сильні пропозиції, які не хочеться втрачати у резерві.","2. <a href=""https://store.steampowered.com/app/990080/Hogwarts_Legacy/""><b>Hogwarts Legacy</b></a> - 85% до 239 грн, дуже популярна гра",Що взяти зі знижок просто зараз,Big Discount Highlights
Hero discount,90,hero_discount,high_value_discount,steam:1222700,A Way Out,90% off to UAH 79,3,"[""high_value_discount"", ""hero_discount"", ""editorial_importance:very_popular"", ""editorial_importance:card_ready""]",roundup_01_big_discount_highlights,Top reserve discounts with enough editorial weight to carry one combined roundup post.,Roundup: Big Discount Highlights,273.87,Steam,90% off to UAH 79 | Hero discount | review 88/100,"<b>Що взяти зі знижок просто зараз</b>

🐱 Йото витягнув ще кілька помітних пропозицій. Зібрали найсильніші резервні знижки цього вікна: тут є і великі імена, і справді сильні пропозиції, які не хочеться втрачати у резерві.

1. <a href=""https://store.steampowered.com/app/548430/Deep_Rock_Galactic/""><b>Deep Rock Galactic</b></a> - 70% до 113 грн, критичний фаворит
2. <a href=""https://store.steampowered.com/app/990080/Hogwarts_Legacy/""><b>Hogwarts Legacy</b></a> - 85% до 239 грн, дуже популярна гра
3. <a href=""https://store.steampowered.com/app/1222700/A_Way_Out/""><b>A Way Out</b></a> - 90% до 79 грн, помітний хіт
4. <a href=""https://store.steampowered.com/app/1517290/Battlefield_2042/""><b>Battlefield™ 2042</b></a> - 95% до 74 грн, дуже популярна гра
5. <a href=""https://store.steampowered.com/app/1361210/Warhammer_40000_Darktide/""><b>Warhammer 40,000: Darktide</b></a> - 75% до 189 грн, сильний франчайз

Якщо з цієї добірки брати щось першим, пишіть у коментарях, що забрали б одразу.","Якщо з цієї добірки брати щось першим, пишіть у коментарях, що забрали б одразу.","🐱 Йото витягнув ще кілька помітних пропозицій. Зібрали найсильніші резервні знижки цього вікна: тут є і великі імена, і справді сильні пропозиції, які не хочеться втрачати у резерві.","3. <a href=""https://store.steampowered.com/app/1222700/A_Way_Out/""><b>A Way Out</b></a> - 90% до 79 грн, помітний хіт",Що взяти зі знижок просто зараз,Big Discount Highlights
Hero discount,95,hero_discount,high_value_discount,steam:1517290,Battlefield™ 2042,95% off to UAH 74,4,"[""high_value_discount"", ""hero_discount"", ""editorial_importance:mega_popular"", ""editorial_importance:card_ready""]",roundup_01_big_discount_highlights,Top reserve discounts with enough editorial weight to carry one combined roundup post.,Roundup: Big Discount Highlights,270.37,Steam,95% off to UAH 74 | Hero discount | review 47/100,"<b>Що взяти зі знижок просто зараз</b>

🐱 Йото витягнув ще кілька помітних пропозицій. Зібрали найсильніші резервні знижки цього вікна: тут є і великі імена, і справді сильні пропозиції, які не хочеться втрачати у резерві.

1. <a href=""https://store.steampowered.com/app/548430/Deep_Rock_Galactic/""><b>Deep Rock Galactic</b></a> - 70% до 113 грн, критичний фаворит
2. <a href=""https://store.steampowered.com/app/990080/Hogwarts_Legacy/""><b>Hogwarts Legacy</b></a> - 85% до 239 грн, дуже популярна гра
3. <a href=""https://store.steampowered.com/app/1222700/A_Way_Out/""><b>A Way Out</b></a> - 90% до 79 грн, помітний хіт
4. <a href=""https://store.steampowered.com/app/1517290/Battlefield_2042/""><b>Battlefield™ 2042</b></a> - 95% до 74 грн, дуже популярна гра
5. <a href=""https://store.steampowered.com/app/1361210/Warhammer_40000_Darktide/""><b>Warhammer 40,000: Darktide</b></a> - 75% до 189 грн, сильний франчайз

Якщо з цієї добірки брати щось першим, пишіть у коментарях, що забрали б одразу.","Якщо з цієї добірки брати щось першим, пишіть у коментарях, що забрали б одразу.","🐱 Йото витягнув ще кілька помітних пропозицій. Зібрали найсильніші резервні знижки цього вікна: тут є і великі імена, і справді сильні пропозиції, які не хочеться втрачати у резерві.","4. <a href=""https://store.steampowered.com/app/1517290/Battlefield_2042/""><b>Battlefield™ 2042</b></a> - 95% до 74 грн, дуже популярна гра",Що взяти зі знижок просто зараз,Big Discount Highlights
Hero discount,75,hero_discount,high_value_discount,steam:1361210,"Warhammer 40,000: Darktide",75% off to UAH 189,5,"[""high_value_discount"", ""hero_discount"", ""editorial_importance:mega_popular"", ""editorial_importance:major_franchise"", ""editorial_importance:card_ready""]",roundup_01_big_discount_highlights,Top reserve discounts with enough editorial weight to carry one combined roundup post.,Roundup: Big Discount Highlights,265.78,Steam,75% off to UAH 189 | Hero discount | review 71/100,"<b>Що взяти зі знижок просто зараз</b>

🐱 Йото витягнув ще кілька помітних пропозицій. Зібрали найсильніші резервні знижки цього вікна: тут є і великі імена, і справді сильні пропозиції, які не хочеться втрачати у резерві.

1. <a href=""https://store.steampowered.com/app/548430/Deep_Rock_Galactic/""><b>Deep Rock Galactic</b></a> - 70% до 113 грн, критичний фаворит
2. <a href=""https://store.steampowered.com/app/990080/Hogwarts_Legacy/""><b>Hogwarts Legacy</b></a> - 85% до 239 грн, дуже популярна гра
3. <a href=""https://store.steampowered.com/app/1222700/A_Way_Out/""><b>A Way Out</b></a> - 90% до 79 грн, помітний хіт
4. <a href=""https://store.steampowered.com/app/1517290/Battlefield_2042/""><b>Battlefield™ 2042</b></a> - 95% до 74 грн, дуже популярна гра
5. <a href=""https://store.steampowered.com/app/1361210/Warhammer_40000_Darktide/""><b>Warhammer 40,000: Darktide</b></a> - 75% до 189 грн, сильний франчайз

Якщо з цієї добірки брати щось першим, пишіть у коментарях, що забрали б одразу.","Якщо з цієї добірки брати щось першим, пишіть у коментарях, що забрали б одразу.","🐱 Йото витягнув ще кілька помітних пропозицій. Зібрали найсильніші резервні знижки цього вікна: тут є і великі імена, і справді сильні пропозиції, які не хочеться втрачати у резерві.","5. <a href=""https://store.steampowered.com/app/1361210/Warhammer_40000_Darktide/""><b>Warhammer 40,000: Darktide</b></a> - 75% до 189 грн, сильний франчайз",Що взяти зі знижок просто зараз,Big Discount Highlights
